Time;Heigth lance;Rate O2;H2;O2;CO;CO2;N2;Ar;V gas;T gas;C calculated;C sublance;Ignition;DecompressionOffGasEvent
02.09.2012 09:56:23;229;1355,98202853733;0,526;0,358;24,1;30,356;44,04;0,614;381443,690972222;61;2,51193244375465;0;0;-1814
02.09.2012 09:56:24;229;1355,98674316406;0,532;0,356;24,214;30,302;43,978;0,612;381354,390625;61;2,50974849512361;0;0;-1814
02.09.2012 09:56:25;229;1354,76593017578;0,546;0,354;24,386;30,204;43,892;0,612;381189,0125;61;2,50754618043401;0;0;-1815
02.09.2012 09:56:26;229;1353,58054199219;0,562;0,354;24,538;30,106;43,822;0,614;381279,715625;61;2,50530477707775;0;0;-1813
02.09.2012 09:56:27;229;1351,90565185547;0,572;0,352;24,732;30,012;43,714;0,616;381400,546875;61;2,50305013948399;0;0;-1814
02.09.2012 09:56:28;229;1352,17864990234;0,58;0,352;24,978;29,896;43,574;0,616;381726,6875;61;2,50077395166174;0;0;-1814
02.09.2012 09:56:29;229;1350,1826171875;0,59;0,352;25,328;29,758;43,358;0,614;381644,63125;61;2,49848000632664;0;0;-1815
02.09.2012 09:56:30;229;1349,77322998047;0,588;0,352;25,656;29,622;43,174;0,61;381583,98125;61;2,49616393026287;0;0;-1816
02.09.2012 09:56:31;229;1348,95279541016;0,582;0,352;25,958;29,47;43,032;0,608;381609,66875;61;2,49380805587019;0;0;-1815
02.09.2012 09:56:32;229;1349,49880371094;0,576;0,352;26,164;29,354;42,952;0,604;381383,965625;61;2,49142713905275;0;0;-1814
02.09.2012 09:56:33;229;1347,0896484375;0,572;0,35;26,276;29,274;42,93;0,602;380973,709375;61;2,48902124303341;0;0;-1814
02.09.2012 09:56:34;229;1346,85771484375;0,566;0,35;26,336;29,218;42,928;0,604;381041,43125;61;2,48659213976534;0;0;-1813
02.09.2012 09:56:35;229;1348,45296630859;0,558;0,35;26,48;29,164;42,842;0,606;380954,890625;61;2,48412919933758;0;0;-1811
02.09.2012 09:56:36;229;1350,28286132812;0,558;0,35;26,812;29,084;42,596;0,604;380618,55625;61;2,48166621254048;0;0;-1810
02.09.2012 09:56:37;229;1350,65141601563;0,558;0,35;27,29;28,992;42,216;0,6;380775,25;61;2,47917218124201;0;0;-1810
02.09.2012 09:56:38;229;1352,38977050781;0,554;0,35;27,904;28,844;41,758;0,598;380814,0125;61;2,47667055824193;0;0;-1809
02.09.2012 09:56:39;229;1353,26574707031;0,548;0,35;28,48;28,686;41,35;0,594;380637,271875;61;2,47415194571319;0;0;-1809
02.09.2012 09:56:40;229;1353,09525146484;0,55;0,35;28,952;28,544;41,024;0,588;380455,478125;61;2,47160697027867;0;0;-1809
02.09.2012 09:56:41;229;1352,36958007812;0,542;0,35;29,296;28,412;40,82;0,584;380466,321875;61;2,46896860257024;0;0;-1808
02.09.2012 09:56:42;229;1349,49307861328;0,534;0,348;29,454;28,294;40,786;0,586;380058,875;61;2,46631716779583;0;0;-1807
02.09.2012 09:56:43;229;1348,44682617188;0,54;0,348;29,578;28,194;40,752;0,584;379738,003125;61;2,46359705547548;0;0;-1804
02.09.2012 09:56:44;229;1348,67408447266;0,544;0,348;29,91;28,07;40,544;0,58;379418,040625;61;2,46084886720298;0;0;-1804
02.09.2012 09:56:45;229;1346,47205810547;0,55;0,348;30,418;27,908;40,194;0,578;379575,93125;61;2,45875617510549;0;0;-1804
02.09.2012 09:56:46;229;1344,96162109375;0,562;0,348;30,996;27,762;39,752;0,576;379637,253125;61,1;2,45529131722427;0;0;-1803
02.09.2012 09:56:47;229;1346,20463867188;0,57;0,348;31,714;27,604;39,188;0,57;379551,978125;61,3;2,45317536661712;0;0;-1802
02.09.2012 09:56:48;229;1347,9290500217;0,572;0,346;32,408;27,458;38,648;0,566;379396,809027778;61,4444444444444;2,45033585658026;0;0;-1802
02.09.2012 09:56:49;229;1347,92654079861;0,576;0,344;32,928;27,338;38,25;0,564;379245,194444444;61,6666666666667;2,44741915436587;0;0;-1801
02.09.2012 09:56:50;229;1350,4736735026;0,574;0,342;33,262;27,256;38,004;0,562;379281,079861111;61,8888888888889;2,44448290305242;0;0;-1801
02.09.2012 09:56:51;229;1350,16891818576;0,57;0,34;33,372;27,208;37,952;0,56;379294,385416667;62;2,44145185710711;0;0;-1800
02.09.2012 09:56:52;229;1348,43277994792;0,572;0,34;33,312;27,174;38,048;0,56;379523,697916667;62;2,43841640167936;0;0;-1798
02.09.2012 09:56:53;229;1343,60392252604;0,57;0,34;33,164;27,152;38,218;0,56;380092,329861111;62;2,43531556709015;0;0;-1799
02.09.2012 09:56:54;229;1340,35801866319;0,572;0,338;32,91;27,17;38,45;0,56;380189,788194444;62;2,4329947975528;0;0;-1797
02.09.2012 09:56:55;229;1338,53233506944;0,572;0,338;32,522;27,238;38,768;0,562;380322,690972222;62;2,42909899446171;0;0;-1795
02.09.2012 09:56:56;229;1340,10635036892;0,57;0,338;32,206;27,316;39,006;0,562;380505,416666667;62;2,42679782399129;0;0;-1796
02.09.2012 09:56:57;229;1341,84573974609;0,566;0,34;32,026;27,384;39,12;0,562;380400,41875;62;2,4237349826857;0;0;-1796
02.09.2012 09:56:58;229;1345,83411865234;0,566;0,34;32,062;27,414;39,056;0,562;380253,934375;62;2,42071284073033;0;0;-1794
02.09.2012 09:56:59;229;1346,42829589844;0,564;0,34;32,31;27,406;38,822;0,562;380265,371875;62;2,41767299476819;0;0;-1793
02.09.2012 09:57:00;229;1346,20108642578;0,562;0,34;32,806;27,32;38,42;0,558;380311,69375;62;2,41469546313699;0;0;-1794
02.09.2012 09:57:01;229;1346,83781738281;0,566;0,34;33,436;27,186;37,924;0,554;380296,559375;62;2,41165288636742;0;0;-1792
02.09.2012 09:57:02;229;1349,33853759766;0,564;0,336;34,056;27,058;37,438;0,55;380532,528125;62;2,40860392694923;0;0;-1791
02.09.2012 09:57:03;229;1350,84078369141;0,566;0,334;34,618;26,932;37,006;0,546;380504,8125;62;2,40547573795874;0;0;-1796
02.09.2012 09:57:04;229;1353,48839111328;0,56;0,336;35,11;26,816;36,638;0,54;380554,93125;62;2,40237323581539;0;0;-1796
02.09.2012 09:57:05;229;1356,13466796875;0,558;0,336;35,656;26,668;36,244;0,536;380104,246875;62;2,39914270878724;0;0;-1797
02.09.2012 09:57:06;229;1355,73149414063;0,552;0,336;36,244;26,478;35,858;0,532;379933,265625;62;2,39593272694169;0;0;-1798
02.09.2012 09:57:07;229;1353,24249267578;0,556;0,336;36,874;26,274;35,434;0,528;379424,93125;62;2,39262743256212;0;0;-1799
02.09.2012 09:57:08;229;1351,61500244141;0,556;0,336;37,528;26,052;35,006;0,522;379395,465625;62;2,38930314341659;0;0;-1798
02.09.2012 09:57:10;229;1348,93095703125;0,562;0,336;38,144;25,826;34,614;0,518;379129,36875;62;2,38588129996882;0;0;-1798
02.09.2012 09:57:11;229;1346,20241699219;0,568;0,334;38,46;25,684;34,438;0,516;379085,9625;62;2,38242304579882;0;0;-1799
02.09.2012 09:57:12;229;1345,38641357422;0,572;0,33;38,498;25,63;34,452;0,516;379008,91875;62;2,37889900530358;0;0;-1798
02.09.2012 09:57:13;229;1344,83911132813;0,574;0,33;38,39;25,616;34,572;0,516;379223,83125;62;2,37534320802125;0;0;-1798
02.09.2012 09:57:14;228;1345,56580810547;0,582;0,332;38,194;25,636;34,738;0,518;379279,928125;62;2,37177184898908;0;0;-1797
02.09.2012 09:57:15;227;1347,25302734375;0,584;0,33;37,952;25,646;34,966;0,522;379358,1875;62;2,36817839239048;0;0;-1797
02.09.2012 09:57:16;226;1350,84736328125;0,578;0,33;37,822;25,636;35,11;0,522;379467,26875;62;2,36465879637286;0;0;-1795
02.09.2012 09:57:17;224;1352,44156494141;0,578;0,332;37,814;25,592;35,158;0,522;379523,965625;62,2;2,3611077261666;0;0;-1794
02.09.2012 09:57:18;223;1353,30750732422;0,576;0,332;37,758;25,556;35,25;0,524;379356,209375;62,4;2,35761195799324;0;0;-1794
02.09.2012 09:57:19;222;1353,1712890625;0,568;0,33;37,51;25,572;35,488;0,526;379173,471875;62,6;2,35495702304264;0;0;-1794
02.09.2012 09:57:20;222;1351,64169921875;0,568;0,332;37,178;25,656;35,734;0,528;379191,2625;62,8;2,35057439017999;0;0;-1790
02.09.2012 09:57:21;222;1348,55357666016;0,57;0,334;36,646;25,82;36,094;0,534;379582,1;63;2,34706020689212;0;0;-1789
02.09.2012 09:57:22;222;1349,05173339844;0,57;0,336;35,888;26,04;36,626;0,54;379342,021875;63;2,3444787452332;0;0;-1789
02.09.2012 09:57:23;222;1350,78441162109;0,568333333333333;0,336666666666667;35,0616666666667;26,2883333333333;37,2016666666667;0,545;379497,878125;63;2,34020443156356;0;0;-1789
02.09.2012 09:57:24;222;1349,63304307726;0,562;0,336;34,396;26,514;37,646;0,55;379727,618055556;63;2,33771456507925;0;0;-1788
02.09.2012 09:57:25;222;1345,8740234375;0,558;0,336;34,198;26,58;37,782;0,552;379573,4875;63;2,33442430713394;0;0;-1788
02.09.2012 09:57:26;222;1345,89632161458;0,556;0,336;34,152;26,606;37,804;0,552;379257,805555556;63;2,33116141812102;0;0;-1787
02.09.2012 09:57:27;222;1343,5087890625;0,552;0,336;34,142;26,616;37,806;0,552;379518,75;63;2,32793851549807;0;0;-1787
02.09.2012 09:57:28;222;1341,0901421441;0,552;0,336;34,166;26,596;37,802;0,552;379574,326388889;63;2,32471947375325;0;0;-1786
02.09.2012 09:57:29;222;1344,68717447917;0,558;0,338;34,268;26,564;37,722;0,552;379554,708333333;63;2,32155705192205;0;0;-1788
02.09.2012 09:57:30;222;1348,49755859375;0,562;0,338;34,488;26,482;37,582;0,55;379838,128472222;63;2,31837142821664;0;0;-1788
02.09.2012 09:57:31;222;1347,34584960937;0,564;0,336;34,74;26,398;37,414;0,55;379792,196875;63;2,31597759682839;0;0;-1790
02.09.2012 09:57:32;222;1346,9726969401;0,564;0,336;34,93;26,362;37,26;0,55;380021,170138889;63;2,31196903866547;0;0;-1791
02.09.2012 09:57:33;222;1345,20315212674;0,566;0,338;35,038;26,358;37,154;0,55;379719,864583333;63;2,30874618755479;0;0;-1792
02.09.2012 09:57:34;222;1343,68827311198;0,566;0,338;35,022;26,368;37,16;0,55;379806,010416667;63;2,30546338590546;0;0;-1792
02.09.2012 09:57:35;222;1344,43221435547;0,572;0,338;34,948;26,366;37,228;0,55;379996,559375;63;2,30303230039418;0;0;-1792
02.09.2012 09:57:36;222;1347,23642306858;0,568;0,338;34,876;26,358;37,312;0,55;380251,100694444;63;2,29978429731355;0;0;-1793
02.09.2012 09:57:37;222;1348,12802734375;0,568;0,338;34,846;26,296;37,406;0,55;379807,225;63;2,29652858502281;0;0;-1793
02.09.2012 09:57:38;222;1349,03942871094;0,574;0,338;34,838;26,198;37,504;0,55;379940,75;63;2,29328342933825;0;0;-1793
02.09.2012 09:57:39;222;1344,95072021484;0,572;0,336;34,92;26,086;37,538;0,55;379885,99375;63;2,29008041507662;0;0;-1794
02.09.2012 09:57:40;222;1340,96500244141;0,566;0,334;35,1;26,002;37,45;0,55;379714,0125;63;2,28682190998735;0;0;-1794
02.09.2012 09:57:41;222;1340,41202392578;0,572;0,334;35,468;25,886;37,194;0,548;379589,40625;63;2,28356794154932;0;0;-1794
02.09.2012 09:57:42;222;1341,26466064453;0,576;0,334;35,9;25,776;36,868;0,544;379671,05625;63;2,28032887192876;0;0;-1793
02.09.2012 09:57:43;222;1342,47960205078;0,57;0,332;36,386;25,648;36,522;0,54;379850,925;63;2,27706310225676;0;0;-1793
02.09.2012 09:57:44;222;1346,88103027344;0,57;0,334;36,826;25,53;36,204;0,536;379490,303125;63;2,2737216405031;0;0;-1789
02.09.2012 09:57:45;222;1349,72154541016;0,576;0,336;37,234;25,4;35,924;0,532;379431,31875;63;2,27037856598929;0;0;-1790
02.09.2012 09:57:46;222;1349,58035888672;0,582;0,338;37,566;25,324;35,664;0,53;379336,484375;63;2,26697380993895;0;0;-1791
02.09.2012 09:57:47;222;1348,44365234375;0,586;0,336;37,926;25,236;35,396;0,528;379345,375;63;2,26352708945585;0;0;-1791
02.09.2012 09:57:48;222;1345,11522216797;0,59;0,338;38,17;25,196;35,188;0,526;378980,215625;63;2,26001965299961;0;0;-1790
02.09.2012 09:57:49;222;1345,69658203125;0,592;0,336;38,29;25,178;35,084;0,524;379031,178125;63;2,25650732996695;0;0;-1791
02.09.2012 09:57:50;222;1348,55246582031;0,586;0,334;38,378;25,162;35,018;0,522;379033,71875;63;2,2529705019435;0;0;-1790
02.09.2012 09:57:51;222;1347,27247314453;0,58;0,332;38,286;25,14;35,14;0,522;379162,9625;63;2,24943995287601;0;0;-1787
02.09.2012 09:57:52;222;1347,36336669922;0,578;0,332;38,028;25,186;35,35;0,524;379333,984375;63;2,2458777925072;0;0;-1786
02.09.2012 09:57:53;222;1348,64450683594;0,578;0,33;37,924;25,19;35,448;0,526;379547,79375;63;2,24233713596107;0;0;-1784
02.09.2012 09:57:54;222;1347,60209960938;0,572;0,33;38,158;25,104;35,308;0,526;379387,146875;63;2,2387997838095;0;0;-1784
02.09.2012 09:57:55;222;1345,88068847656;0,572;0,33;38,678;24,954;34,942;0,524;379324,74375;63;2,23526475081566;0;0;-1784
02.09.2012 09:57:56;222;1345,64495849609;0,57;0,328;39,528;24,684;34,37;0,518;378837,8125;63;2,23169527678834;0;0;-1784
02.09.2012 09:57:57;222;1344,82395019531;0,568;0,326;40,556;24,346;33,692;0,51;378488,390625;63;2,22811730990001;0;0;-1784
02.09.2012 09:57:58;222;1345,00522460938;0,568;0,324;41,602;24,016;32,988;0,502;378402,146875;63;2,22446841575237;0;0;-1784
02.09.2012 09:57:59;222;1342,94466552734;0,572;0,322;42,474;23,762;32,374;0,496;378508,96875;63;2,22171357783996;0;0;-1783
02.09.2012 09:58:00;222;1341,203125;0,576;0,32;43,076;23,59;31,946;0,492;378546,6375;63;2,21695173127356;0;0;-1783
02.09.2012 09:58:01;222;1342,53656005859;0,58;0,32;43,54;23,476;31,596;0,488;378589,240625;63;2,21407638907349;0;0;-1784
02.09.2012 09:58:02;222;1345,11834716797;0,58;0,322;43,908;23,374;31,33;0,488;378304,775;63;2,21012889898023;0;0;-1784
02.09.2012 09:58:03;222;1345,56528049045;0,58;0,322;44,202;23,26;31,152;0,486;378203,159722222;63;2,2061439028754;0;0;-1784
02.09.2012 09:58:04;222;1346,93937174479;0,58;0,322;44,508;23,134;30,976;0,484;378117,277777778;63;2,20208234891873;0;0;-1784
02.09.2012 09:58:05;222;1348,10826280382;0,582;0,324;44,772;23,004;30,842;0,48;378000,875;63;2,19800890702457;0;0;-1784
02.09.2012 09:58:06;222;1347,03434244792;0,586;0,324;44,906;22,918;30,792;0,48;378177,868055556;63,2222222222222;2,1938755433206;0;0;-1784
02.09.2012 09:58:07;222;1343,54184299045;0,598;0,322;44,84;22,888;30,878;0,478;378102,201388889;63,4444444444444;2,18974364966964;0;0;-1784
02.09.2012 09:58:08;222;1343,43410915799;0,608;0,324;44,456;22,97;31,164;0,482;378003,086805556;63,6666666666667;2,18660281022077;0;0;-1780
02.09.2012 09:58:09;222;1348,77707248264;0,614;0,326;43,712;23,118;31,744;0,488;377853,486111111;63,8888888888889;2,18143233488585;0;0;-1780
02.09.2012 09:58:10;220;1351,30388726128;0,616;0,326;42,762;23,29;32,512;0,496;377625,222222222;64;2,17831951854059;0;0;-1777
02.09.2012 09:58:11;218;1353,63240559896;0,616;0,328;41,77;23,47;33,314;0,504;377605,430555556;64;2,17425675697847;0;0;-1776
02.09.2012 09:58:12;217;1352,55012207031;0,618;0,33;40,978;23,632;33,932;0,512;377900,7375;64;2,17020974362373;0;0;-1773
02.09.2012 09:58:13;215;1350,80346679688;0,612;0,33;40,5;23,736;34,306;0,516;378070,256944444;64;2,16630485367812;0;0;-1772
02.09.2012 09:58:14;215;1348,69663085938;0,61;0,332;40,306;23,788;34,448;0,518;378076,4375;64;2,16241973137248;0;0;-1772
02.09.2012 09:58:15;215;1345,59305419922;0,616;0,334;40,36;23,802;34,37;0,518;378204,125;64;2,15862147629273;0;0;-1771
02.09.2012 09:58:16;215;1342,29481201172;0,614;0,336;40,512;23,81;34,21;0,516;378375,81875;64;2,15485895265729;0;0;-1771
02.09.2012 09:58:17;215;1343,57177734375;0,602;0,336;40,62;23,814;34,114;0,514;378202,6;64;2,15110499548877;0;0;-1772
02.09.2012 09:58:18;213;1345,74964599609;0,606;0,334;40,696;23,78;34,074;0,512;378032,9;64;2,14733091261155;0;0;-1773
02.09.2012 09:58:19;212;1345,65849609375;0,608;0,332;40,768;23,74;34,042;0,51;378008,83125;64;2,14355500211323;0;0;-1774
02.09.2012 09:58:20;210;1347,80419921875;0,602;0,33;40,832;23,712;34,016;0,51;377957,684375;64;2,13978844397598;0;0;-1775
02.09.2012 09:58:22;209;1348,99852294922;0,604;0,328;40,948;23,658;33,956;0,508;377988,95;64;2,13596796999788;0;0;-1776
02.09.2012 09:58:23;208;1346,94034423828;0,604;0,326;41,168;23,584;33,812;0,506;378414,875;64;2,13219289362603;0;0;-1776
02.09.2012 09:58:24;208;1344,89921875;0,596;0,328;41,476;23,504;33,59;0,504;378594,25;64;2,12835700868967;0;0;-1778
02.09.2012 09:58:25;208;1343,80052490234;0,594;0,328;41,87;23,408;33,296;0,502;378959,959375;64;2,12454667574263;0;0;-1779
02.09.2012 09:58:26;208;1340,73514404297;0,596;0,328;42,304;23,282;32,99;0,498;378759,5875;64;2,12066244999828;0;0;-1779
02.09.2012 09:58:27;208;1343,51967773437;0,592;0,328;42,694;23,178;32,708;0,496;379118,46875;64;2,1167679470888;0;0;-1780
02.09.2012 09:58:28;208;1346,39826660156;0,6;0,328;43;23,08;32,494;0,494;378876,15;64;2,11281535333747;0;0;-1780
02.09.2012 09:58:29;208;1349,43934326172;0,61;0,326;43,122;23,012;32,434;0,492;379305,20625;64;2,1098650195992;0;0;-1779
02.09.2012 09:58:30;208;1349,39599609375;0,614;0,326;43,128;22,95;32,488;0,49;378845,584375;64;2,10584077745663;0;0;-2147483648
02.09.2012 09:58:31;208;1351,8228515625;0,616;0,324;43,03;22,926;32,608;0,492;379040,484375;64;2,10185087328573;0;0;-1778
02.09.2012 09:58:32;208;1351,27067871094;0,624;0,322;42,778;22,938;32,842;0,494;378815,36875;64;2,09785338640314;0;0;-1775
02.09.2012 09:58:33;208;1347,88182373047;0,622;0,322;42,508;22,968;33,08;0,496;378936,5;64;2,09383160646044;0;0;-1775
02.09.2012 09:58:34;208;1344,83751220703;0,624;0,322;42,41;22,996;33,146;0,498;378562,053125;64;2,08985254304542;0;0;-1775
02.09.2012 09:58:35;208;1347,79643554688;0,6375;0,32;42,5025;23,0275;33,0075;0,5;378683,784375;64;2,0858889278683;0;0;-1775
02.09.2012 09:58:36;208;1347,7978515625;0,65;0,32;42,9525;22,935;32,64;0,4975;378708,709375;64;2,0819360898753;0;0;-1773
02.09.2012 09:58:37;208;1347,49915907118;0,6575;0,3225;43,48;22,8075;32,235;0,495;378773,277777778;64;2,07795726485481;0;0;-1773
02.09.2012 09:58:38;208;1351,87614746094;0,658;0,322;44,124;22,64;31,766;0,49;378474,9375;64;2,07498667577004;0;0;-1771
02.09.2012 09:58:39;208;1353,6934000651;0,654;0,322;44,522;22,53;31,486;0,486;378505,71875;64;2,06992376003849;0;0;-1771
02.09.2012 09:58:40;208;1353,20042724609;0,642;0,32;45,004;22,426;31,124;0,482;378977,971875;64;2,06692606952358;0;0;-1771
02.09.2012 09:58:41;208;1354,80577256944;0,64;0,318;45,556;22,292;30,714;0,478;378841,354166667;64;2,06184437858759;0;0;-1771
02.09.2012 09:58:42;208;1356,8681640625;0,638;0,318;46,168;22,12;30,282;0,474;378509,729166667;64;2,05871861904466;0;0;-1771
02.09.2012 09:58:43;208;1357,92526584201;0,632;0,318;46,814;21,918;29,85;0,468;378440,690972222;64;2,05453265799159;0;0;-1772
02.09.2012 09:58:44;208;1356,9170328776;0,626;0,318;47,396;21,75;29,448;0,462;378285,597222222;64;2,05031085349588;0;0;-1773
02.09.2012 09:58:45;208;1357,88039822049;0,622;0,318;47,958;21,554;29,094;0,456;377997,090277778;64;2,04598618851697;0;0;-1773
02.09.2012 09:58:46;208;1359,72379150391;0,614;0,316;48,604;21,36;28,658;0,45;377898,3125;64;2,04161107815332;0;0;-1773
02.09.2012 09:58:47;208;1361,53229437934;0,604;0,314;49,27;21,196;28,172;0,444;378115,486111111;64;2,03723129767588;0;0;-1773
02.09.2012 09:58:48;208;1361,88439941406;0,594;0,314;49,942;21,064;27,648;0,438;378213,25;64;2,03276965861859;0;0;-1772
02.09.2012 09:58:49;208;1361,16179199219;0,588;0,314;50,67;20,884;27,112;0,432;378008,3375;64;2,02826214035703;0;0;-1772
02.09.2012 09:58:50;208;1358,98065185547;0,584;0,314;51,408;20,712;26,554;0,426;377923,39375;64;2,02369573187653;0;0;-1772
02.09.2012 09:58:51;208;1354,59193115234;0,584;0,314;52,056;20,544;26,078;0,42;377886,215625;64;2,01903892495964;0;0;-1771
02.09.2012 09:58:52;208;1350,66805419922;0,59;0,312;52,684;20,346;25,646;0,416;377686,115625;64;2,01433856971942;0;0;-1771
02.09.2012 09:58:53;208;1348,72647705078;0,6;0,31;53,238;20,14;25,296;0,412;377792,3625;64;2,00956570452687;0;0;-1770
02.09.2012 09:58:54;208;1349,68172607422;0,62;0,306;53,776;19,936;24,95;0,41;377709,365625;64;2,00476045728169;0;0;-1770
02.09.2012 09:58:55;208;1350,00098876953;0,638;0,304;54,246;19,766;24,638;0,408;377576,378125;64;1,99988177112301;0;0;-1765
02.09.2012 09:58:56;208;1351,41282958984;0,65;0,302;54,686;19,606;24,352;0,404;377822,334375;64;1,99497321266813;0;0;-1762
02.09.2012 09:58:57;208;1350,87180175781;0,662;0,302;55,114;19,44;24,084;0,4;377735,2375;64;1,98995629486767;0;0;-1762
02.09.2012 09:58:58;208;1351,41657714844;0,686;0,302;55,58;19,232;23,804;0,396;377767,8375;64;1,98496122505466;0;0;-1762
02.09.2012 09:58:59;208;1352,14167480469;0,718;0,304;56,04;19,032;23,514;0,39;377734,615625;64;1,97988971978019;0;0;-1762
02.09.2012 09:59:00;208;1351,05196533203;0,772;0,306;56,462;18,846;23,226;0,386;377680,603125;64;1,97478787252318;0;0;-1761
02.09.2012 09:59:01;208;1350,05638427734;0,854;0,308;56,822;18,692;22,94;0,384;377389,625;64;1,96955468265188;0;0;-1760
02.09.2012 09:59:02;208;1351,69187011719;0,942;0,308;57,034;18,586;22,75;0,382;377421,71875;64;1,96440985187031;0;0;-1759
02.09.2012 09:59:03;208;1353,18446044922;1,004;0,308;57,172;18,522;22,616;0,378;376732,6;64;1,95910698131862;0;0;-1757
02.09.2012 09:59:04;208;1353,59669189453;1,036;0,308;57,248;18,458;22,574;0,376;376388,084375;64;1,95384430210987;0;0;-1756
02.09.2012 09:59:05;208;1356,28184814453;1,032;0,308;57,466;18,348;22,472;0,374;375953,165625;64;1,94856355936532;0;0;-1755
02.09.2012 09:59:06;208;1357,64606933594;0,978;0,308;57,79;18,216;22,334;0,372;375830,896875;64;1,94462984941982;0;0;-1754
02.09.2012 09:59:07;208;1358,45985107422;0,9;0,308;58,286;18,076;22,056;0,368;375735,821875;64;1,93930828625144;0;0;-1753
02.09.2012 09:59:08;208;1356,20063476562;0,822;0,306;58,9;17,922;21,68;0,366;375937,746875;64;1,93400235729509;0;0;-1753
02.09.2012 09:59:09;208;1355,1084391276;0,752;0,304;59,594;17,766;21,216;0,364;376156,892361111;64;1,92862845196229;0;0;-1752
02.09.2012 09:59:10;208;1352,61328125;0,704;0,302;60,118;17,652;20,86;0,36;376279,89375;64;1,92184688548012;0;0;-1751
02.09.2012 09:59:11;208;1351,52088758681;0,684;0,298;60,48;17,568;20,61;0,358;376449,631944444;64;1,91782029841763;0;0;-1752
02.09.2012 09:59:12;208;1347,65893554688;0,676;0,296;60,678;17,49;20,502;0,358;376310,325;64;1,9122986313774;0;0;-1752
02.09.2012 09:59:13;208;1348,03522406684;0,674;0,294;60,756;17,448;20,47;0,358;376304,743055556;64;1,90680495433196;0;0;-1752
02.09.2012 09:59:14;208;1349,04106987847;0,68;0,294;60,71;17,408;20,55;0,358;376534,170138889;64;1,90260760109446;0;0;-1752
02.09.2012 09:59:15;208;1350,00359429253;0,678;0,294;60,642;17,366;20,658;0,36;376771,788194444;64;1,89561584345274;0;0;-1753
02.09.2012 09:59:16;208;1350,19177246094;0,674;0,296;60,612;17,33;20,726;0,36;376663,090277778;64;1,89139652226686;0;0;-2147483648
02.09.2012 09:59:17;208;1351,44281684028;0,676;0,296;60,64;17,28;20,744;0,36;376979,211805556;64;1,8843821951283;0;0;-2147483648
02.09.2012 09:59:18;208;1350,44512939453;0,678;0,296;60,636;17,228;20,798;0,36;376812,35625;64;1,88019360285499;0;0;-1751
02.09.2012 09:59:19;208;1348,95000542535;0,674;0,296;60,626;17,204;20,836;0,36;376461,336805556;64;1,87457635156444;0;0;-1750
02.09.2012 09:59:20;208;1349,10144042969;0,67;0,29;60,634;17,184;20,858;0,36;376712,482638889;64;1,86895853357925;0;0;-1750
02.09.2012 09:59:21;208;1348,83663330078;0,658;0,28;60,678;17,152;20,868;0,36;376729,409375;64;1,86330923561013;0;0;-1750
02.09.2012 09:59:22;208;1346,83553466797;0,644;0,272;60,764;17,12;20,84;0,36;376739,603125;64;1,85772696317757;0;0;-1750
02.09.2012 09:59:23;208;1345,92294921875;0,632;0,266;60,834;17,078;20,828;0,36;376516,98125;64;1,85207449021785;0;0;-1749
02.09.2012 09:59:24;208;1346,74432373047;0,626;0,258;60,92;17,046;20,788;0,36;376613,021875;64;1,84648646413463;0;0;-1749
02.09.2012 09:59:25;208;1347,06534423828;0,622;0,254;60,982;17,014;20,768;0,36;376396,346875;64;1,84089507239631;0;0;-1749
02.09.2012 09:59:26;208;1346,47679443359;0,62;0,254;60,982;16,984;20,798;0,362;376203,6875;64;1,83529710681127;0;0;-1749
02.09.2012 09:59:27;208;1349,16903076172;0,622;0,256;60,87;16,984;20,902;0,364;376155,5375;64;1,82962795000823;0;0;-1749
02.09.2012 09:59:28;208;1350,03601074219;0,628;0,256;60,796;16,984;20,97;0,366;376294,7875;64;1,82406213680257;0;0;-1749
02.09.2012 09:59:29;208;1348,08707275391;0,63;0,256;60,69;16,97;21,086;0,368;376171,76875;64;1,81842973980054;0;0;-1749
02.09.2012 09:59:30;208;1348,40920410156;0,626;0,256;60,5;16,968;21,278;0,372;376374,634375;64;1,81283658242871;0;0;-1749
02.09.2012 09:59:31;208;1349,78359375;0,626;0,256;60,288;16,964;21,49;0,372;376540,528125;64;1,8072178966597;0;0;-1749
02.09.2012 09:59:33;208;1349,50659179688;0,618;0,254;59,986;16,982;21,782;0,374;376295,21875;64;1,80168228985945;0;0;-1748
02.09.2012 09:59:34;208;1349,42124023438;0,606;0,256;59,678;17,01;22,07;0,376;376430,6875;64;1,79609733258838;0;0;-1748
02.09.2012 09:59:35;208;1351,01398925781;0,596;0,258;59,41;17,028;22,328;0,378;376518,621875;64;1,79060160591129;0;0;-1748
02.09.2012 09:59:36;208;1351,78599853516;0,594;0,262;59,234;17,034;22,494;0,378;376177,76875;64;1,78501582873427;0;0;-1749
02.09.2012 09:59:37;208;1353,82365722656;0,592;0,266;59,106;17,042;22,616;0,38;376171,03125;64;1,77955493607107;0;0;-1750
02.09.2012 09:59:38;208;1355,36124267578;0,596;0,268;59,214;16,986;22,558;0,378;376417,428125;64;1,7740451851722;0;0;-1750
02.09.2012 09:59:39;208;1355,08813476563;0,6;0,268;59,288;16,934;22,532;0,378;376450,209375;64;1,76854466561646;0;0;-1751
